appid	name	detailed_description
2023670	incoherence	incoherence is a fragmented first-person point and click mystery adventure game. enter the mind of jason bethlam as he awakes to a brightly lit room. with an assortment of items , a camera , and no memory of how you got there you’ll need to photograph everything and solve puzzles to piece together the mystery of what happened and escape. the first instalment in the glitch broken dreams collection , incoherence is a compact mystery game chock-full of puzzles, secrets, and questions. features: a first person point and click adventure game. trademark glitch humour and puzzles that will leave you screaming at us. absolutely no adverts or in app purchases. the glitch camera to help you solve puzzles and keep track of clues. lots of clues to find and puzzles to solve. a beautiful soundtrack and immersive sound effects. a full hint system to help you if you get stuck. 8 save slots, share the game with your family! auto-saves your progress! – glitch games is a tiny independent ‘studio’ from the uk. find out more on our website. chat with us on discord. follow us on twitter. find us on facebook.
2452940	approaching cao army	1'approaching cao jun' is an easy-to-learn, grass-cutting type, fast-paced three kingdoms-themed movement combat game. 2 # in the game, you start by controlling a single hero, 3 # gradually expanding your team. 4 # ultimately, you'll engage in a final battle against the enemy. 5 # you'll need to make good use of resources and items to strengthen your team. 6 # and, upgrade your team. 7 throughout the process, you'll need to be agile, avoid enemy attacks, and pick up resources to strengthen your team. some levels require you to evolve land by stomping on it after eliminating enemies, while others are purely about avoiding and attacking enemies. 8 finally, you'll need to earn enough coins to permanently strengthen your troops. unlocking all your heroes is also an excellent goal. with cao's army pressing in, danger is imminent! summon your heroes, brave warriors, and engage in an epic battle against the evil, corrupted forces of cao's army! qqgroup：850690984
1346960	the divine invasion	«the divine invasion» is a science fiction adventure game where you play as a headhunter employed by mysterious masters, whose goals initially seem bizarre and surreal. it will all become clear, though, once our protagonist admits that while the technologies might be changing, the human heart is not. it is exactly the same as it was two thousand years ago. a blend of sci-fi and fantasy both sci-fi-flavoured and fantasy-flavoured locations await you. living on the border between dreams and reality will pose the vital question: is the dream world truly unreal? aren’t we driven by our very dreams? and if so, what is more real: the world of neon streets and skyscrapers that we see upon waking up, or the ineffable world that we can only navigate when we close our eyes and drift away? an exploration of futuristic values this game invites you to join a social experiment — to look at the world where the traditional moral values are desperately trying to catch up with the technological progress. synthetic life-forms and artificial intelligence will tilt the balance of light and shadow — try not to lose yourself as you make your choices. the taste of metal within the game you may find copies of the taste of metal — the bestselling book of the future. collect every chapter of the ultimate novel and discover the fate of romance literature in the cyberpunk age… if you even care, that is. in the cyberpunk era, the desire to have a soul will become a soul you don’t agree? then prove the opposite by entering this paradoxical cyberpunk world, this cold and dreary place halfway between hell and heaven, where the true, living sunlight struggles to burst through the wall of neon signs as if it’s trapped between the skyscrapers. what is this but a reflection of the other side of reality, one we can only reach via our sixth sense? private prisons and mercenary police exist in this world along with the electronic shadows and neo-catholic cults. they will all be so very glad to meet you. do have a nice day. don the armor of a futuristic knight the gameplay features are informed by the game’s setting. the hostile corporations and enemy clans employ a multitude of firearm and explosives detectors, meaning our protagonist has to rely on his composite sword and close combat skills during most of the missions. however, you may also take your enemies to school using sneaky subterfuge, if the guise of a hardcore ninja appeals to you more than the life of a knight charging at his enemies head-on. the game even offers an equivalent of riding, perfect for technologically advanced races inside cyberpunk ruins. the player may also visit the areas of an imaginary in-game fantasy mmorpg, where their every action will be analyzed through the prism of philosophy (because a true knight should never unsheathe his sword and charge at sci-fi windmills unless he is deeply philosophical and in love with art).
351250	avalanche 2: super avalanche	climb the falling blocks as you race to avoid the rising lava in this challenging arcade platformer! play as an exceptionally bouncy marshmallow as you dodge enemies, defeat colorful bosses, and try to avoid getting crushed. buy power-ups from falling shops, collect missions, bank your coins, and purchase powerful game-changing upgrades. avalanche 2 features a wildly addicting single player and a hilariously fun co-op mode. avalanche 2 is a fun game with simple controls and a lot of depth. it's a great game for all players ranging from the casual to the hyper competitive. insanely fun co-op mode missions and challenges many more badges and costumes unlock all your favorite powerups over 100,000 combinations! high quality music tracks
200390	oil rush	oil rush is a naval strategy game that takes place in a world where nuclear war has melted the ice caps, changing the face of the planet forever. oil rush offers unique gameplay, avoiding micromanagement of every single unit, while still providing full control over all important aspects of strategy and economy. capture, upgrade, and defend floating production platforms and oil rigs. discover new technologies and send squads of naval and air units into the battle! key features: state-of-the-art visuals powered by unigine engine dynamic and fun gameplay – furious enemies, massive battles, rampant attacks! 16 missions of single-player campaign, from the half-flooded jungles to northern seas 15 maps for multiplayer battles, each with multiple winning strategies multiplayer over lan and internet
2406540	orb flight	fly and collect all of the glowing orbs. meditative flight &amp; exploration game with relaxing music.
843980	vortex rush	fight against the clock avoiding obstacles while building up speed to get as far as possible before time runs out. void rush is about positioning yourself and collecting as many speed boosts while trying to avoid all the obstacles that block your path. the idea is to get as far as possible before time runs out, this means picking up the speed boosts even if that means you will have to react quicker and move faster. features risk reward gameplay that pits you against the clock challenge mode that tests your skills in different aspects of the game such as reaction speed and manoeuvrability. synth soundtrack interesting visuals that are influenced by the soundtrack full controller support disclaimer due to the spinning motion of the game sufferers of motion sickness should take care when playing.
269990	infinite space iii: sea of stars	sea of stars continues the infinite space series of games that defined the genre of short-form space roguelikes in strange adventures in infinite space (2001) and weird worlds: return to infinite space (2005). it compresses a galaxy-spanning starship adventure into the space of a single sitting, but as the game world is randomly generated each time you play, you will keep coming back for more. there is enough variety in items, aliens and special encounters that you will always discover something new - no two sessions play the same. sea of stars begins in the glory star system, in an area of space known as the purple void for its colorful nebular clouds. the long-isolated terran colony of hope has discovered the secret of faster-than-light travel, and an age of interstellar adventure has begun. choose your starship and blast off into the infinite space in search of fame and fortune! travel from star to star, explore planets and discover strange lifeforms and artifacts left behind by ancient empires. find technology to upgrade your ship and gain allies to grow your flotilla. encounter bizarre and delightful alien races, trade with them or blow them up - the decision is yours. and sometimes, you will face an existential threat to all life in the sector, and get to save the world.
2171750	editor's hell	editor's hell you just became the editor for a newspaper in a troublesome country. first, you have to make a choice. will you support the government or will you go against it? supporting the government can result in bankruptcy since there are a lot of newspapers doing just that already. or you can take a stand against it and confront a president with questionable integrity, who is rushing towards dictatorship, without drawing too much attention. be an editor to a newspaper decide on what news - lines - headline go through, assign it to one of your journalists. manage your employees; or get new ones. design your paper' pages with the news you choose to publish, pick a commercial to print. organize paper route; decide where and how your newspaper will be distributed go home and take care of your family, manage economics. reach for the different endings, depending on your management.
1947460	angel perversion	angel perversion is a short kinetic visual novel. the guardian angel umabela is not satisfied with the life of her protégé, so she decides to break the rules and make his life much easier. features: 700 full hd images. 22 full hd animations. you can decide the name of the character. music and sound effects. ren'py engine. calista is the president of the company where you work. she is a very strong woman, but one who knows how to reward her best employees.... vanessa is calista's daughter. she has a complex character, she has many problems, will you be able to help her? jennifer is your colleague. she does everything she can to make you look bad; she's your enemy. however, every enemy has a weakness, what is hers? maggie is a very sad woman. she works in a clothing store and has no customers. will you be able to make her happy? umabela is your guardian angel, something has changed in the way she does things though, and things around you, will have a different light. you're a good guy, or at least that's what you think....
635040	freeze climbing	freeze climbing puts you into a surreal frozen dreamscape, where there's only one way to go: up. you're just a head and some hands, so to get around you'll need to climb. freeze climbing uses a novel locomotion system inspired by rock climbing. you must use your hands to pull yourself up, and throw yourself across gaps. warning: this method of movement can cause severe discomfort in some users, some anti-sickness settings are implemented, however user discretion is advised.
2955820	sex, camera, action! 🔞	from misfortune to malibu - help erik succeed in the world of the adult movie industry! an unexpected offer from his uncle completely changes the protagonist's life as he becomes an assistant at a porn studio in malibu. sex, camera, action! 🔞 is a visual novel with point-and-click elements that’s going to show you the insides of the porn industry from both perspectives of work and fun! erik’s life hasn't been much fun recently though - he’s been fired from six jobs in just one month, resulting in him struggling even to pay rent. convinced he’s somewhat cursed, he receives a phone call from his uncle angus, who runs an adult film studio in malibu and offers him a job there. being short of options, erik accepts the offer and starts a life-changing journey - upon arriving, he meets a cast of intriguing characters: amelia : assistant and secretary, who quickly becomes erik’s guide and confidante. diego : the talented cameraman with a sharp tongue and a past in music video filming. brody : former director from hollywood ruby : the seductive beginner in the adult film world, amelia’s stepsister, immediately becomes interested in erik. cleo : the experienced actress with a sharp mind and a body that turns heads, but is a sweetheart in person mickey : the witty and charming make-up artist responsible for the studio’s visual flair. you’ll face numerous challenges while navigating the intricacies of adult film production - from running errands and shooting assistance to dealing with new coworkers, you’ll have to build strong relationships and prove you’ve got what it takes and that it’s more than just a series of unfortunate events! features: immersive 3d graphics - experience the attentively crafted environments, characters and adult scenes! various and hot 18+ content - interactive adult scenery with a variety to it, so that you can find what suits your tastes better. engaging characters - unique, with their own interests and personalities. find your way to approach each one of them! branching storyline - your choice matters! shape the outcome of the story through multiple decisions, leading to various outcomes for everyone involved. visual novel with gameplay elements - enjoy the mini-games, find hidden secrets and explore different locations! feel the heart, tension, humour, fiery emotions, romance and much more alongside the characters!
1319850	validate: struggling singles in your area	validate is a visual novel about thirteen struggling singles navigating through soul-sucking 9-to-5s, quarter-life crises, and the harsh truths millennials learn as soon as they hit their 20’s. set in the jercy city area, our cast of lovers trudge through the dregs of capitalism - a journey, a transition - a rite-of-passage that leads into uncertain mid-adulthood. in one side but not yet out on the other, 13 playable characters find romance amongst cosplay, trash mixtapes, and even poetry straight from the soul. with over 30 routes to choose from and hours of content, the lives of these singles are in your good (or bad!) decision-making hands. 4 playable characters with 30+ routes (the remaining 9 playable characters will be in future volumes). the ability to choose horrible decisions and see the entertaining fallout. #ownvoices narrative writing by an all people of color team. a beautiful array of artists of color's work to give each character their own individual feeling. flawed characters undergoing narrative arcs handled with empathy and self-indulgence. achievements for every single ending.
3001160	真愿交错	高三的生活，对于学生来说是人生中最重要的时刻，刚刚踏入高三的主人公晨约，对未来感到了迷茫，对高考之后的志愿，以及今后的职业规划有着非常模糊的感觉。就在他迎接着为止的将来的时候，有一位许久不见的朋友闯入了他的生活中。 《真愿交错》是一部讲述日常学校生活的日常游戏，游戏内有诸多选项分支可以选择，每次的分支都将会决定最后交往不同的角色，要谨慎选择哦 'true wish interlace' is a daily game that tells the story of school life. there are many options and branches to choose from in the game, and each branch will determine the final interaction with different characters. be careful when choosing 人物简介 人物立绘设计：天黎 表情差分：暴走瞌睡虫 cg设计：耳朵酱，yuyuvn，六柰，kiwiiii 背景设计：背景専門店みにくる 图标设计：汤饺 对游戏有何意见或是问题，都可以通过邮件方式来联系我们 邮箱地址：3421349607@qq.com 那么，再次感谢大家游玩，祝大家玩的开心
1844150	panzer girls	collector's edition about the game play shooting games from the perspective of chariot and command view. you will play a commander guarding the peace chariot, leading a row of charming but deadly crew to skillfully defeat the enemy, guard the town and resist alien invasion. in order to deal with more and more difficult enemies, you need to buy cards, strengthen characters and upgrade chariots. a commander with rich personality free skill combination and changeable tactics rich natural environment
1481910	time bandit – part 1: appendages of the machine	buzz 'time bandit reimagines metal gear solid as a darkly comic work sim' - pc gamer 'dark animal crossing bathed in retro metal gear aesthetic' - ign 'sure to make hideo kojima proud' - ign sea “the really special type of indie game uniquely capable of framing everyday experiences so that their inner oddness and strange magic shines” - rock paper shotgun 'the 25 best video games of 2023' - slant magazine 'here are eleven 2022 indie games to look forward to' - destructoid (sorry it was late!) 'i foresee that this will gain much love in the indie community' - vulgar knight about the game welcome to the world of time bandit, a unique real-time adventure game where things move at a slower pace. you have a new job that involves moving boxes and starting other tasks that take time--sometimes what seems suspiciously like too much time. you can multitask and go work on other puzzles while you wait, or just save the game and come back later. time continues to pass while you're not playing. please note: this is just the first part of the story. the time it takes to complete depends on how often you check back in on the game. the company hired you to carefully manage your money and fuel while solving puzzles slowly over time to collect the time crystals for them. but soon you start to suspect there might be a dark secret behind the company's activities. the choice is yours: do you continue to give the time crystals that you find to the company for a small bonus? or, after spending all that time collecting them, do you try to sneak the time crystals out of your workplace to sell them for more money? the stakes are high: every crystal they catch you trying to steal is lost permanently. the company's security guards and cameras are watching. but perhaps it's easier to get away with sneaking around at certain times of day... work shifts tied to the actual time of day that change the consequences of getting caught. if you're on shift , it's ok to be seen by guards, unless you're trying to steal a time crystal. if you're off shift , you definitely want to avoid being seen. keep an eye on your energy meter. it goes down slowly while you play, and certain actions will deplete it more quickly. swallow an energy pill or get some good sleep back home at your apartment to fill it back up. a story that unfolds slowly in real time over the course of days and weeks of playtime. a real-time day-and-night cycle, location-based weather, and music that changes dynamically with the time of day. you slowly learn that the company's extraordinarily wealthy ceo and shareholders plan to use the time crystals to ẗ̵̤̪̻͙̭́͌͘͠ą̸͇͇̱̙͕͙̮͌͒̀̆̌͐̉k̷͔̗͚̰̣̠̜̀͛̓̎͛̇͜͝͠è̶̹̞̳̱͌̚ ̷̙͕̲͕͐̇̓c̶͖̭̳̘͉̿̋͘̚ő̸̲͙̫̀̆̈͛n̶͎̓̇ţ̴̦̯̙̻̙͕̮̇̿͌̇ŗ̷̦͗̇ȍ̶̝̘̲̤͎͉̦̈́̆͒̅l̴̦̹̍̅̑ ̴̦̫̣̘͚̼͑̑̈̄̑̋̏o̴̰͇̺̹̥͔̽̎͝f̵̗̳̟͕̜͍̖̤͝ ████ in order to m̴͉̬̠̅̐̔̆̃͝á̷̧̭̣̳̥͐̆͊͋̆͗̕k̴̹͍̫̹̮̝̃̆͋̄è̷̼͕̯̻̍ ̶̤̦̮̐̌̆̅͘ỹ̶͇̥͈̄̋̿͗͜͝o̸̖̫͍̅͑̋͝ͅṷ̸͂̃ ̸̳̳̠̯͆███ ̴̛͔͐̈́̕̚͝f̴̨͉̬̯́͂̒̀̏͒͘ổ̶̥̖͑̄r̷̡̖̖̖͓̤͒́̉̄͐̆̽̓ ̵̞̼̾̿͜ͅt̵̢͕̠̫̹̯͕̰̐́̀h̷͍̺̹͈̺̭̞̺̏̆̑ę̷̪̞͐͘m̸͍͕̊̑̆̆́̕͘ ̴̲͓͓̩̼͙̫̈̑͋́̔̎██████. uncover a dark but absurd conspiracy in lowpoly cutscenes and radio conversations inspired by retro cinematic games. find out how your time is being stolen from you--and how you can fight to take it back. time bandit was designed for you to decide how you like to spend your time: make progress quickly or slowly, make playing it a habit or meaningful ritual, or just load up the game to watch the real-time sunsets.
796980	kai yuen's overlapped universe	a robot with no objective awakens in a spaceship. in order to find his objective in life, he travels to space stations across the universe and search for objective data. facing obstacles and puzzles in the space stations, he uses his wit and ' space connectors ' to solve these problems. space connector space connectors overlap space in our universe with space in another universe: (i) it allows the robot to access objects in other universe (ii) it allows the robot to access force fields in other universe, such as gravity.
885000	synth riders	explore the music packs about the game *brand new dlc 'current waves music pack' is available for purchase now! a freestyle-dance rhythm game let the music move you as you catch notes, ride the rails, and dodge obstacles in a unique combination of freestyle dancing and fitness workout that’ll allow you to burn calories while having tons of fun at the same time. custom songs officially supported - create your own beatmaps using the free editor today! burn calories in a unique combination of freestyle dance &amp; fitness! music for everyone with 77 free songs and 80 optional paid dlc tracks feat. gorillaz, bruno mars, k/da, lindsey stirling, muse, caravan palace and more... meet 10 friends in cross-platform multiplayer play your way with huge variety of gameplay modifiers &amp; styles including spin &amp; spiral incredibly customizable player experience with many great features out of the box including 'custom songs'
2621650	affectionate annie	affectionate annie is a realtime-3d interactive erotic story about annie, the hostess at the haversham resort. annie is a sweet, smiley ray of sunshine who brightens everyone's day with exceptional service and playful, casual sex . all of the guests at haversham resort know about annie's unbounded affection, and are not at all shocked to find her masturbating by the pool or having sex with a guest or two out on the beach. this interactive erotic story plays out over a week of annie's life as the resort hostess. in her free time, annie can wander the resort and 'play' with the guests. she might masturbate in the public shower, give a friend a hand-job, or even have sex with a guest or two . there are also 12 scripted scenes, where the receptionist informs annie about new guest arrivals, and sends her to enjoy some time ( and casual sex ) with each new group of guests. when playing out a scene in affectionate annie, you can also enter 'setup mode' and modify the scene. you are free to move the characters and objects within the scene to your own preferred location, without interrupting any of the action. affectionate annie takes the visual novel to the next level, with completely realtime-3d graphics that give you complete freedom to navigate and explore every scene. the story of annie and her unbounded sexual affection features: a lighthearted romp through the hyper-sexual life of annie, the sweet, bubbly hostess at the haversham resort. full english voice-over by a number of talented professional erotic voice actresses and actors, including hours of voice content by the amazingly talented and insanely-sexy mia sloane as annie. the ability to modify certain features of annie's look, as well as purchase new outfits with 'affection points' free exploration and interaction with random guests. 'setup mode' where you can modify each scene to your liking. the ability to play through and re-live every erotic scene over and over from a “scenes” menu.
1771730	the city must grow	what this game offers fun way to kill some time it is a challenging, puzzle-like, minimal city building game it is turn-based, you make your move and proceed to the next cycle it is fast phased, but no time limitation, you can play slowly for relaxing you will probably see the game over screen a lot but it is a part of the game has some objectives that unlock more advanced utilities and features information messages and warnings will lead you what to do your game state is saved each turn it supports steam leaderboard optimization high priority, you don't need a high spec hardware what this game does not offer you may expect no storyline no traffic simulation almost no animation description a new city will be established on a flat plain and its administration has been given to you. in order to keep the administration in your hands, the city needs to develop continuously. your role in this game is to determine where the buildings and structures in the city can be built. time and moves in the game are turn-based. each move is given a random zoning type to mark on the map. after you mark zones, you move on to the next cycle and observe the developments in the city. you can unlock more advanced types of buildings and structures by completing in-game objectives. completing objectives also allows you to use different map view tools that will make management easier. there are five main types of zones you manage; residential, agricultural, commercial, offices, and industrial. you need to constantly try to manage the distance between the zones, the density, and the balance between them correctly. otherwise, escapes from the city may begin, unused buildings may collapse on their own, and the city may collapse with a chain effect. the main aim of the game is to keep the administration in your hands as long as possible by ensuring the continuous development of the city and to reach a high population. losing control of the city is part of the game and it's up to you to try again to find the best way to keep the city constantly growing.
270510	epoch	epoch - post-apocalyptic robot combat get ready for post-apocalyptic robot combat! follow the story of epoch, a guardian robot on a quest to fulfill his primary function in a world blasted by war. use your quick reflexes, combat skills and tactical thinking to dodge, trick and blast the hordes of other robots in your way. dodge, crouch and leap to avoid enemy fire. spray bullets, fire missiles, launch devastating countermeasures, and activate powerful boosters. hone your skills in the multi-level campaign, and then put them to the test in the endless arena mode. unravel the mystery follow the echoes of a lost civilization in a visually-stunning post-apocalyptic world where only robots survive to fight a never-ending war. fight towards your goal and piece together the fragments to reveal exactly what happened when the old world ended. is this the dawn of a new epoch? and how can you find the one person you were originally assigned to protect? choreograph the action control your guardian robot with mouse and keyboard or controller. make split-second tactical decisions, take cover, select targets, dodge incoming fire, utilize special abilities, and launch countermeasures! destroy, salvage and upgrade battle escalating waves of robots in arena-style combat, and upgrade yourself with pieces torn from your fallen enemies! configure your robot with dozens of weapons, armors, boosters and counters. immersive single-player campaign fight in multiple locations across a vast and ravaged city, and gather fragments of the past with logs from a cast of characters, each with their own perspective on the apocalyptic events that destroyed a once-proud civilization. endless arena mode challenge yourself and your friends to see who can get the top score against an endless horde of robots. new graphics, controls and interface specifically for pc. epoch has been redesigned to be a fully featured pc arcade shooter. we have been working hard to include the following new features; steam leaderboards and achievements. mouse and keyboard controls with keybinding full controller support we have completely overhauled epoch's graphics to use the full rendering power of the unreal engine 3 on pc ! dynamic lighting and atmospherics, bloom, dof, motion blur all surface shaders recreated for d3d overhauled vfx, including physics particles. destroyable cover fullscreen, widescreen and native / multi resolution support graphics options settings follow us
3301980	the day before	you are mari, a girl who lives with her grandma in a small village. the day of the dead is approaching, and this year, you want to surprise grandma by putting together the offering by yourself. the day before is a 3d simulation game in the vein of animal crossing. you're tasked with making a day of the dead offering, and so you'll need to search for various items... papel picado to set a festive mood, salt to purify the offering, and maybe mom will like finding her favorite flowers there as well. to get the things you need, you'll have to go around your village, talk to your neighbors, and slowly discover more things about everyone. explore a tiny, cozy village talk with colorful characters, get to know them, and uncover the relationships between them build up your day of the dead offering by collecting items enjoy a tiny game about welcoming your departed joyfully!
2132350	train world	train world is a railroad simulation game set throughout the ages of the railroad. test your railway network against the passage of time as you continually upgrade your trains from basic steam locomotives to complex, multi-engine haulers. transport passengers, move thousands of tonnes of cargo, and manage your increasingly busy network as the centuries fly by! design a railway network that can withstand centuries can you build a rail network that can withstand centuries? plan your network, build new stations manage your train lines, and research new technologies and train types! as you continue to expand, unlock new regions - allowing you to grow your network and access beautiful locations and additional passengers and cargo types! train world features multiple types of bridges, tunnels, and tracks - as well as more than 30 different types of cargo to transport - meaning that you can truly build the network of your dreams! logistics and strategy with quality-of-life features! train world features logistics and strategy - from a fully-fledged research system spanning 3 time periods, dozens of different locomotives and wagons to build your own train sets, and a dynamic economy system - whilst retaining all the quality-of-life features you could need! feeling impatient? speed up time! need some direction or extra cash? train world features an achievements system, giving you optional objectives to complete. want a high-level view of your network? choose between a classical top-down view or a more detailed view upon zooming in. space for your creativity train world features maps ranging from small 33x33 km (20x20 miles) to huge 197x197 km (120x120 miles), with plenty of room to build your railway network. different biomes and relief types provide beautiful scenery. maps are divided into regions that can be opened during the game. each region has its industry, adding another strategic component to the gameplay. features dozens of locomotive and car options to build your train sets! a research tree that spans 3 time periods, each with distinct visuals, trains, and infrastructure. a dynamic economy system, featuring over 150 unique types of cargo to transport. multiple types of bridges, tunnels, and tracks are used to construct your network. a passenger and cargo system, each with its own stations and infrastructure. an optional objective system for earning cash - and providing direction if needed. beautiful maps with plenty of space for your rail network. choose between a high-level top-down view, or a more zoomed-in, detailed view!
2253900	formula 2707 - all stars kombat	formula 2707 - all stars kombat is a combat driving simulator inspired by the great hits of the 2000s. it recreates the classic arcade game action and offers fun without speed limits. old style friendships formula 2707 offers a split-screen multiplayer* mode for those who miss long couch nights with friends. combat simulator formula 2707 has all the characteristics of a karting game, with the exception of the driving style which is oriented towards more simulation games. choose your champion in formula 2707 you can unlock and play with the 12 all stars champions. there is one for every taste. explore the galaxy in formula 2707 you will face the most diverse biomes by exploring the different planets of the various protagonists of the game, from deep space to snowy glaciers, to warm terrestrial beaches. game customization formula 2707 allows you to customize your races to your liking, you can change: number of bots, difficulty, number of laps, number of races, powerups or not. features: variable graphics quality to support multiple devices amazing old-fashioned split-screen multiplayer for up to 4 players* 12 unlockable characters 9 unlockable tracks 9 unlockable cars 11 powerups timemode : make history by adding your name to the friends and global leaderboards *at least one controller is needed to play split screen: each player needs its own peripheral (joystick or controller or keyboard)
1593790	if visual novel game maker	coming soon! hello guys, ifvn has been officially released! we will complete the following updates in the few months: 1. we will offer the english tutorials this week 2. we will offer the function of 'get ifvn for free(all the ifaction users can use ifvn for free)' in the next few weeks. 3. the project created by ifaction avg mode can be used in ifvn. about the software do you ever have a dream to make a game but lacking appropriate tools? do you have a good novel but suffering from poor programming skills? from now on, all of these scene will not reappear. ifvn will help you to overcome all the difficulties! easy visual development create visual novel with multiple resolutions. like playing with building blocks, it is easy to make background image, portrait and dialog box. the vivid command is a perfect substitute for programming. new dialog box is more convenient to modify without changing the script, customize the dialog box by easy settings. extensive library of triggers, novices can also make games you can make character dialogue, weather effect with only one trigger! beginners without programming knowledge can also make cool animation, dazzling particle effect!   for professionals, it offered script editor with javascript to expand your game. comprehensive mod, constantly updated resource customize user interface, puzzle game template, password lock, opinion interface, inventory &amp; shop and other mods help you to build a wonderful words world! scanning code to play online, easy to package game scanning code in lan, then you can play your game on mobile phone. all of the leading platform are supported, including pc, web, android, and upcoming ios! no complex development environment required. packaging to multi platform by pressing one button. ifvn supports pc ,web and android packaging now, and other packaging functions will be offered in future!
2437400	medieval simulators: tavern	a relaxing tavern construction simulator for lovers of the middle ages and snowy locations. you manage your own tavern, you will not only need to build and arrange floors, walls and decorations, but also monitor various resources, manage the economy and balance between working buildings. you can create one huge tavern, or separate them and create many taverns on one map. you create the world yourself building structures atmosphere of the snowy biome author's soundtracks from the developer welcome to the game ' medieval simulators: tavern ' and enjoy the game. :)
941350	connectome:pain control	*****highly recommended controller***** features 100 playable robots. unique art and more than 70 dynamic tracks. realistic punching effects.each robot consists of hundreds of pieces, each punch can feel the strength of the fist through the fragments that burst outward. ratings, physique, and skill will all affect the outcome of the game. choosing the right robot for different opponents will do more with less. powerful ai. background in future, the brains of most humans are transformed into artificial neuron clusters using the connectome project . everyone is connected into a virtual world, where people live for eternity. the system runs stably for a long time, but over the years,some kind of change begins to happen.
2129140	my house is haunted	“my house is haunted” is a first person shooter horror game in which the player will kill hordes of zombies.
2293180	banana attack vr	summary: shoot banana limbs off and watch their ragdoll bodies fall then cook their delicious remains over the fire and feed it to your cute little fox! gameplay: - 2 levels are available (difference between levels is time limit and difficulty) - a horde of banana men will spawn and attack the player - 2 weapons can be used by the player to kill the banana men (axe + gun) - score can be increased by cooking the remains of the banana men and feeding it to your little fox (don't over or under cook it!) - make sure to increase your score while maintaining your hp within the time limit to win! that's it! it is a very simple game. please note that the game does not have any save system. developer note: this game was made as a university project, but has since been polished a tiny bit and released on steam for whoever wants to give it a go! don't expect a triple a polished game, this game was developed out of passion and pure love for gaming, and is meant to serve as a fun little silly game to play when you just want to mess around and kill silly banana looking enemies :d
1841740	drone simulator	drone simulator is a fun and challenging drone, quadcopter and uav simulation game. use a gamepad or they keyboard to pilot a wide and varied range of drones, from tiny micro quadcopters, hexacopters and racing drones to full scale professional grade delivery and surveillance drones. free fly around the various environments, from country parks to dense forests, urban skate parks and industrial environments to vast hills. or alternatively participate in one of the different challenge game modes (time trial, circuit or chaos mode) to earn credits to unlock new drones and levels. drone simulator features an fpv camera mode so you can experience the action and high octane thrill of free flight drone piloting first hand.
1932700	entomophobia	kill thousands of bugs in entomophobia, a roguelite reverse-bullethell, gather exp from slain bugs to level up, and choose from 3 upgrade cards to try and build the craziest combo. features auto-firing weapons as well as a controllable gun. collect goop to gain experience, level up, and snowball to murder all the bugs. quick 20 minute runs. kill bugs, level up, pick upgrades, and repeat. currently, the cards consist of weapon cards, some buff cards, and some infinitely stacking stat cards. permanent upgrades: - speed (up to 25% increase) - max health (up to 50% increase) - health regen (up to .5 per sec) - stamina regen (up to 1 per sec) - max stamina (up to +125 stamina) - skips (up to 4) - damage (+35% max) - rerolls (up to 3) - armor (-3 max) - cooldowns (-6% max) - gold goblet (+50% shells) - crit damage (+105% max) please wishlist it helps out a lot.
2369430	serafina's saga: awakened	young serafina has spent her entire life alone in the jungle with only her guardian, a mysterious man named arken, as company. when arken is captured by a group of soldiers and carried away, serafina must venture outside the forest to save him. on her journey to the heart of the kingdom, serafina discovers a whole new world beyond the shadows of the jungle. from the depths of the jungle to the bustling castle of krondolee, you must decide for yourself who to trust. your decision will help serafina uncover the truth of her past, rescue arken, and possibly save the kingdom. start by befriending your possible companions, then choose a partner for romance and a unique story branch. perhaps you'll choose the strong and stoic jezu, playful nikolaos, chaotic valerie, or the scheming and salacious reuben. a complete remake of the original 'serafina's saga' adventure choose between four distinct romances and story paths listen to a rich cast of english voice actors in select scenes enjoy a lush 3d environment developed in ue4 hear a lengthy, dynamic soundtrack remixed and expanded from original game
716920	the ultimate trivia challenge	recent updates - v1.1 fixed grammatical and factual errors. thank you for all your feedback steam community! about the game how well do you know your trivia? test your knowledge in the ultimate trivia challenge! trivia has never been so much fun. challenge yourself or have a trivia night with friends and family in party mode! choose from the most popular trivia categories including movies, people, places, history, science, music, sports, famous quotes and spelling. if that's not enough, give the wheel challenge a spin or give yourself a break and test your sound quizzing skills with name that sound! the ultimate trivia challenge includes high quality graphics and covers your 9 favorite categories: - movies - music - sports - people &amp; places - general knowledge - history - science - spelling - famous quotes features - includes your 9 favorite categories. - thousands of multiple choice questions. - party mode (up to 4 players). - full controller support. - family friendly. - fun for all ages. so what are you waiting for? download it now and get your brain ready for the ultimate trivia challenge!
1186660	bare butt boxing	take control of mischievous aliens mesmerized by the sport of boxing as they battle it out all over our beloved planet earth, unaware of the laws and traditions of human society. enjoy the chaos and whimsy of simulated characters and environments in this action arena brawler that will keep you hooked with surprising combat twists and gameplay variety. board the spaceship, we're off to the next scrimmage! main features simulated chaos - take control of funny, physics based alien fighters and use crazy power ups to turn the tide of battle. arena combat - fight to dominate in different levels, each with their own quirks and hazards. online and local multiplayer - battle it out against players around the globe or invite your friends to local multiplayer matches. customisation - unlock new player skins, gloves and name tags to customize your characters and stunt on your opponents.
